wordform	lemma_gold	lemma_freel	match	pos_gold	pos_freel	match	tag_gold	tag_freel	tag_original	match	0m	0m_match	gen	gen_match	dat	dat_match	acc	acc_match	ins	ins_match	loc	loc_match	voc	voc_match	sg	sg_match	pl	pl_match	f	f_match	m	m_match	n	n_match	m-f	m-f_match	indic	indic_match	imper	imper_match	inf	inf_match	ger	ger_match	praes	praes_match	praet	praet_match	1p	1p_match	2p	2p_match	3p	3p_match	pf	pf_match	ipf	ipf_match	inf	inf_match	act	act_match	pass	pass_match	brev	brev_match	plen	plen_match	supr	supr_match	comp	comp_match
на	на	на	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
терр`асе	терраса	терраса	1	S	S	1	S,f,sg,loc	S,loc,sg,f	NCOSFI0000	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Серебр`истые	серебристый	серебристый	1	A	A	1	A,pl,0m,plen	A,0m,pl,plen	ANP00F000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
метёлки	метелка	метёлки	0	S	S	1	S,f,pl,0m	S,0m,pl,f	NCNPFI0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
гиг`анта	гигант	гиганта	0	S	S	1	S,m,sg,gen	S,gen,sg,m	NCGSMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
переш`ептываются	перешептываться	перешептываться	1	V	V	1	V,ipf,pl,praes,3p,indic	V,indic,pl,praes,3p,ipf	VDP0F3N0A00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
по	по	по	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
вечер`ам	вечер	вечер	1	S	S	1	S,m,pl,dat	S,dat,pl,m	NCDPMI0000	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
с	с	с	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
бледно-сиреневыми	бледно-сиреневый	бледно-сиреневыми	0	A	A	1	A,pl,ins,plen	A,ins,pl,plen	ACP00F000	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
з`онтиками	зонтик	зонтик	1	S	S	1	S,m,pl,ins	S,ins,pl,m	NCCPMI0000	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
посконника	посконник	посконника	0	S	S	1	S,m,sg,gen	S,gen,sg,m	NCGSMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Кан`ун	канун	канун	1	S	S	1	S,m,sg,0m	S,acc,sg,m	NCFSMI0000	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
новог`одних	новогодний	новогодний	1	A	A	1	A,pl,gen,plen	A,gen,pl,plen	AGP00F000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
пр`аздников	праздник	праздник	1	S	S	1	S,m,pl,gen	S,gen,pl,m	NCGPMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
с`амое	самый	самый	1	A-PRO	A-PRO	1	A-PRO,n,sg,0m	A-PRO,acc,sg,n	RFSA00	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
подход`ящее	подходящий	подходящее	0	A	A	1	A,n,sg,0m,plen	A,acc,sg,n,plen	AFSA0F000	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
вр`емя	время	время	1	S	S	1	S,n,sg,0m	S,acc,sg,n	NCFSAI0000	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
для	для	для	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
тог`о	то	то	1	S-PRO	S-PRO	1	S-PRO,n,sg,gen	S-PRO,gen,sg,n	EGSAI00	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
чт`обы	чтобы	чтобы	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
чт`о-то	что-то	что-то	1	S-PRO	S-PRO	1	S-PRO,n,sg,acc	S-PRO,0m,sg,n	ENSAI00	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
помен`ять	поменять	поменять	1	V	V	1	V,pf,inf	V,inf,pf	VI0000F0M00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1
в	в	в	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
прив`ычной	привычный	привычный	1	A	A	1	A,f,sg,loc,plen	A,dat,sg,f,plen	ADSF0F000	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
дом`ашней	домашний	домашний	1	A	A	1	A,f,sg,loc,plen	A,dat,sg,f,plen	ADSF0F000	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
обстан`овке	обстановка	обстановка	1	S	S	1	S,f,sg,loc	S,dat,sg,f	NCDSFI0000	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Безусл`овно	безусловно	безусловно	1	PARENTH	ADV	0	PARENTH	ADV	D0P0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
керам`ическая	керамический	керамический	1	A	A	1	A,f,sg,0m,plen	A,0m,sg,f,plen	ANSF0F000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
`утварь	утварь	утварь	1	S	S	1	S,f,sg,0m	S,0m,sg,f	NCNSFI0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
в`ыглядит	выглядеть	выглядит	0	V	V	1	V,ipf,sg,praes,3p,indic	V,indic,sg,praese,3p,ipf	VDS0P3NAA00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
нар`яднее	нарядно	наряднее	0	ADV	ADV	1	ADV,comp	ADV,comp	DC00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1
и	и	и	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
дор`оже	дорого	дорого	1	ADV	ADV	1	ADV,comp	ADV,comp	DC00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1
н`ежели	нежели	нежели	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
пл`астиковая	пластиковый	пластиковый	1	A	A	1	A,f,sg,0m,plen	A,0m,sg,f,plen	ANSF0F000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
Основн`ой	основной	основной	1	A	A	1	A,m,sg,0m,plen	A,0m,sg,m,plen	ANSM0F000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
элем`ент	элемент	элемент	1	S	S	1	S,m,sg,0m	S,0m,sg,m	NCNSMI0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
б`удущей	будущий	будущий	1	A	A	1	A,f,sg,gen,plen	A,gen,sg,f,plen	AGSF0F000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
декорат`ивной	декоративный	декоративный	1	A	A	1	A,f,sg,gen,plen	A,gen,sg,f,plen	AGSF0F000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
композ`иции	композиция	композиции	0	S	S	1	S,f,sg,gen	S,gen,sg,f	NCGSFI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
`это	это	это	1	PART	S-PRO	0	PART	S-PRO,0m,sg,n	ENSAI00	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
г`орка	горка	горка	1	S	S	1	S,f,sg,0m	S,0m,sg,f	NCNSFIG000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
для	для	для	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
водоп`ада	водопад	водопад	1	S	S	1	S,m,sg,gen	S,gen,sg,m	NCGSMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
изгот`овленная	изготовить	изготавливать	0	V	V	1	V,pf,partcp,f,sg,0m,praet,plen	V,imper,sg,f,praet,pf	VMSFS0FS000	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1
из	из	из	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
шам`отной	шамотный	шамотный	1	A	A	1	A,f,sg,gen,plen	A,gen,sg,f,plen	AGSF0F000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
гл`ины	глина	глина	1	S	S	1	S,f,sg,gen	S,gen,sg,f	NCGSFI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Пол`учится	получиться	получаться	0	V	V	1	V,pf,sg,fut,3p,indic	V,indic,sg,praes,3p,pf	VDS0F3F0A00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
своеобр`азная	своеобразный	своеобразный	1	A	A	1	A,f,sg,0m,plen	A,0m,sg,f,plen	ANSF0F000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
имит`ация	имитация	имитация	1	S	S	1	S,f,sg,0m	S,0m,sg,f	NCNSFI0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
песч`аного	песчаный	песчаный	1	A	A	1	A,m,sg,gen,plen	A,gen,sg,m,plen	AGSM0F000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
б`ерега	берег	берег	1	S	S	1	S,m,sg,gen	S,gen,sg,m	NCGSMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
мини-водоема	мини-водоем	мини-водоема	0	S	S	1	S,m,sg,gen	S,gen,sg,m	NCGSMI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
И	и	и	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
всю	весь	весь	1	A-PRO	A-PRO	1	A-PRO,f,sg,acc	A-PRO,acc,sg,f	RFSF00	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
`эту	этот	этот	1	A-PRO	A-PRO	1	A-PRO,f,sg,acc	A-PRO,acc,sg,f	RFSF00	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
композ`ицию	композиция	композицию	0	S	S	1	S,f,sg,acc	S,acc,sg,f	NCFSFI0000	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
опуск`ают	опускать	опускать	1	V	V	1	V,ipf,pl,praes,3p,indic	V,indic,pl,praes,3p,ipf	VDP0F3N0M00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
в	в	в	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
ч`ашу	чаша	чаша	1	S	S	1	S,f,sg,acc	S,acc,sg,f	NCFSFI0000	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
Так`ие	такой	такой	1	A-PRO	A-PRO	1	A-PRO,pl,0m	A-PRO,0m,pl	RNP000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
с`адики	садик	садик	1	S	S	1	S,m,pl,0m	S,0m,pl,m	NCNPMI0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
явл`ение	явление	явление	1	S	S	1	S,n,sg,0m	S,0m,sg,n	NCNSAI0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
м`ожно	можно	можно	1	PRAEDIC	ADV	0	PRAEDIC	ADV	D0R0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
сказ`ать	сказать	сказать	1	V	V	1	V,pf,inf	V,inf,pf	VI0000F0M00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1
в`ынужденное	вынужденный	вынужденный	1	A	A	1	A,n,sg,0m,plen	A,0m,sg,n,plen	ANSA0F000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
и	и	и	1	CONJ	CONJ	1	CONJ	CONJ	C0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
объясн`яется	объясняться	объясняется	0	V	V	1	V,ipf,sg,praes,3p,indic	V,indic,sg,praese,3p,ipf	VDS0P3NAA00	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
их	их	их	1	A-PRO	A-PRO	1	A-PRO	A-PRO,0m,pl	RNP000	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
возникнов`ение	возникновение	возникновение	1	S	S	1	S,n,sg,0m	S,0m,sg,n	NCNSAI0000	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
хар`актером	характер	характером	0	S	S	1	S,m,sg,ins	S,ins,sg,m	NCCSMI0000	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
традици`онной	традиционный	традиционный	1	A	A	1	A,f,sg,gen,plen	A,gen,sg,f,plen	AGSF0F000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1
застр`ойки	застройка	застройка	1	S	S	1	S,f,sg,gen	S,gen,sg,f	NCGSFI0000	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
в	в	в	1	PR	PR	1	PR	PR	B0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
город`ах	город	город	1	S	S	1	S,m,pl,loc	S,loc,pl,m	NCOPMI0000	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
